100, -100, 100
100, 100, 100
100, 100, -100
100, -100, -100
-100, -100, -100
-100, -100, 100
-100, 100, 100
-100, 100, -100
160, -10, 10
160, 10, 10
160, 10, -10
160, -10, -10
140, -10, -10
140, -10, 10
140, 10, 10
140, 10, -10

6, 5, 0, 1
7, 2, 3, 4
1, 0, 3, 2
5, 6, 7, 4
2, 7, 6, 1
4, 3, 0, 5
14, 13, 8, 9
15, 10, 11, 12
9, 8, 11, 10
13, 14, 15, 12
10, 15, 14, 9
12, 11, 8, 13

180, 175, 2
180, 175, 2
20, 195, 92
20, 195, 92
1, 175, 185
170, 2, 185
95, 3, 95
96, 98, 8
1, 90, 98
210, 225, 210
143, 130, 129
53, 55, 65
