0, 0, 200
34.73, 0, 196.962
68.404, 0, 187.939
100, 0, 173.205
128.558, 0, 153.209
153.209, 0, 128.558
173.205, 0, 100
187.939, 0, 68.404
196.962, 0, 34.73
200, 0, 0
196.962, 0, -34.73
187.939, 0, -68.404
173.205, 0, -100
153.209, 0, -128.558
128.558, 0, -153.209
100, 0, -173.205
68.404, 0, -187.939
34.73, 0, -196.962
34.302, 5.433, 196.962
67.562, 10.701, 187.939
98.769, 15.643, 173.205
126.975, 20.111, 153.209
151.323, 23.967, 128.558
171.073, 27.095, 100
185.625, 29.4, 68.404
194.537, 30.812, 34.73
197.538, 31.287, 0
194.537, 30.812, -34.73
185.625, 29.4, -68.404
171.073, 27.095, -100
151.323, 23.967, -128.558
126.975, 20.111, -153.209
98.769, 15.643, -173.205
67.562, 10.701, -187.939
34.302, 5.433, -196.962
33.03, 10.732, 196.962
65.056, 21.138, 187.939
95.106, 30.902, 173.205
122.265, 39.726, 153.209
145.71, 47.344, 128.558
164.728, 53.523, 100
178.74, 58.076, 68.404
187.322, 60.864, 34.73
190.211, 61.803, 0
187.322, 60.864, -34.73
178.74, 58.076, -68.404
164.728, 53.523, -100
145.71, 47.344, -128.558
122.265, 39.726, -153.209
95.106, 30.902, -173.205
65.056, 21.138, -187.939
33.03, 10.732, -196.962
30.944, 15.767, 196.962
60.948, 31.055, 187.939
89.101, 45.399, 173.205
114.546, 58.364, 153.209
136.51, 69.555, 128.558
154.327, 78.633, 100
167.454, 85.322, 68.404
175.494, 89.419, 34.73
178.201, 90.798, 0
175.494, 89.419, -34.73
167.454, 85.322, -68.404
154.327, 78.633, -100
136.51, 69.555, -128.558
114.546, 58.364, -153.209
89.101, 45.399, -173.205
60.948, 31.055, -187.939
30.944, 15.767, -196.962
28.097, 20.414, 196.962
55.34, 40.207, 187.939
80.902, 58.779, 173.205
104.005, 75.564, 153.209
123.949, 90.054, 128.558
140.126, 101.807, 100
152.045, 110.467, 68.404
159.345, 115.771, 34.73
161.803, 117.557, 0
159.345, 115.771, -34.73
152.045, 110.467, -68.404
140.126, 101.807, -100
123.949, 90.054, -128.558
104.005, 75.564, -153.209
80.902, 58.779, -173.205
55.34, 40.207, -187.939
28.097, 20.414, -196.962
24.558, 24.558, 196.962
48.369, 48.369, 187.939
70.711, 70.711, 173.205
90.904, 90.904, 153.209
108.335, 108.335, 128.558
122.474, 122.474, 100
132.893, 132.893, 68.404
139.273, 139.273, 34.73
141.421, 141.421, 0
139.273, 139.273, -34.73
132.893, 132.893, -68.404
122.474, 122.474, -100
108.335, 108.335, -128.558
90.904, 90.904, -153.209
70.711, 70.711, -173.205
48.369, 48.369, -187.939
24.558, 24.558, -196.962
20.414, 28.097, 196.962
40.207, 55.34, 187.939
58.779, 80.902, 173.205
75.564, 104.005, 153.209
90.054, 123.949, 128.558
101.807, 140.126, 100
110.467, 152.045, 68.404
115.771, 159.345, 34.73
117.557, 161.803, 0
115.771, 159.345, -34.73
110.467, 152.045, -68.404
101.807, 140.126, -100
90.054, 123.949, -128.558
75.564, 104.005, -153.209
58.779, 80.902, -173.205
40.207, 55.34, -187.939
20.414, 28.097, -196.962
15.767, 30.944, 196.962
31.055, 60.948, 187.939
45.399, 89.101, 173.205
58.364, 114.546, 153.209
69.555, 136.51, 128.558
78.633, 154.327, 100
85.322, 167.454, 68.404
89.419, 175.494, 34.73
90.798, 178.201, 0
89.419, 175.494, -34.73
85.322, 167.454, -68.404
78.633, 154.327, -100
69.555, 136.51, -128.558
58.364, 114.546, -153.209
45.399, 89.101, -173.205
31.055, 60.948, -187.939
15.767, 30.944, -196.962
10.732, 33.03, 196.962
21.138, 65.056, 187.939
30.902, 95.106, 173.205
39.726, 122.265, 153.209
47.344, 145.71, 128.558
53.523, 164.728, 100
58.076, 178.74, 68.404
60.864, 187.322, 34.73
61.803, 190.211, 0
60.864, 187.322, -34.73
58.076, 178.74, -68.404
53.523, 164.728, -100
47.344, 145.71, -128.558
39.726, 122.265, -153.209
30.902, 95.106, -173.205
21.138, 65.056, -187.939
10.732, 33.03, -196.962
5.433, 34.302, 196.962
10.701, 67.562, 187.939
15.643, 98.769, 173.205
20.111, 126.975, 153.209
23.967, 151.323, 128.558
27.095, 171.073, 100
29.4, 185.625, 68.404
30.812, 194.537, 34.73
31.287, 197.538, 0
30.812, 194.537, -34.73
29.4, 185.625, -68.404
27.095, 171.073, -100
23.967, 151.323, -128.558
20.111, 126.975, -153.209
15.643, 98.769, -173.205
10.701, 67.562, -187.939
5.433, 34.302, -196.962
0, 34.73, 196.962
0, 68.404, 187.939
0, 100, 173.205
0, 128.558, 153.209
0, 153.209, 128.558
0, 173.205, 100
0, 187.939, 68.404
0, 196.962, 34.73
0, 200, 0
0, 196.962, -34.73
0, 187.939, -68.404
0, 173.205, -100
0, 153.209, -128.558
0, 128.558, -153.209
0, 100, -173.205
0, 68.404, -187.939
0, 34.73, -196.962
-5.433, 34.302, 196.962
-10.701, 67.562, 187.939
-15.643, 98.769, 173.205
-20.111, 126.975, 153.209
-23.967, 151.323, 128.558
-27.095, 171.073, 100
-29.4, 185.625, 68.404
-30.812, 194.537, 34.73
-31.287, 197.538, 0
-30.812, 194.537, -34.73
-29.4, 185.625, -68.404
-27.095, 171.073, -100
-23.967, 151.323, -128.558
-20.111, 126.975, -153.209
-15.643, 98.769, -173.205
-10.701, 67.562, -187.939
-5.433, 34.302, -196.962
-10.732, 33.03, 196.962
-21.138, 65.056, 187.939
-30.902, 95.106, 173.205
-39.726, 122.265, 153.209
-47.344, 145.71, 128.558
-53.523, 164.728, 100
-58.076, 178.74, 68.404
-60.864, 187.322, 34.73
-61.803, 190.211, 0
-60.864, 187.322, -34.73
-58.076, 178.74, -68.404
-53.523, 164.728, -100
-47.344, 145.71, -128.558
-39.726, 122.265, -153.209
-30.902, 95.106, -173.205
-21.138, 65.056, -187.939
-10.732, 33.03, -196.962
-15.767, 30.944, 196.962
-31.055, 60.948, 187.939
-45.399, 89.101, 173.205
-58.364, 114.546, 153.209
-69.555, 136.51, 128.558
-78.633, 154.327, 100
-85.322, 167.454, 68.404
-89.419, 175.494, 34.73
-90.798, 178.201, 0
-89.419, 175.494, -34.73
-85.322, 167.454, -68.404
-78.633, 154.327, -100
-69.555, 136.51, -128.558
-58.364, 114.546, -153.209
-45.399, 89.101, -173.205
-31.055, 60.948, -187.939
-15.767, 30.944, -196.962
-20.414, 28.097, 196.962
-40.207, 55.34, 187.939
-58.779, 80.902, 173.205
-75.564, 104.005, 153.209
-90.054, 123.949, 128.558
-101.807, 140.126, 100
-110.467, 152.045, 68.404
-115.771, 159.345, 34.73
-117.557, 161.803, 0
-115.771, 159.345, -34.73
-110.467, 152.045, -68.404
-101.807, 140.126, -100
-90.054, 123.949, -128.558
-75.564, 104.005, -153.209
-58.779, 80.902, -173.205
-40.207, 55.34, -187.939
-20.414, 28.097, -196.962
-24.558, 24.558, 196.962
-48.369, 48.369, 187.939
-70.711, 70.711, 173.205
-90.904, 90.904, 153.209
-108.335, 108.335, 128.558
-122.474, 122.474, 100
-132.893, 132.893, 68.404
-139.273, 139.273, 34.73
-141.421, 141.421, 0
-139.273, 139.273, -34.73
-132.893, 132.893, -68.404
-122.474, 122.474, -100
-108.335, 108.335, -128.558
-90.904, 90.904, -153.209
-70.711, 70.711, -173.205
-48.369, 48.369, -187.939
-24.558, 24.558, -196.962
-28.097, 20.414, 196.962
-55.34, 40.207, 187.939
-80.902, 58.779, 173.205
-104.005, 75.564, 153.209
-123.949, 90.054, 128.558
-140.126, 101.807, 100
-152.045, 110.467, 68.404
-159.345, 115.771, 34.73
-161.803, 117.557, 0
-159.345, 115.771, -34.73
-152.045, 110.467, -68.404
-140.126, 101.807, -100
-123.949, 90.054, -128.558
-104.005, 75.564, -153.209
-80.902, 58.779, -173.205
-55.34, 40.207, -187.939
-28.097, 20.414, -196.962
-30.944, 15.767, 196.962
-60.948, 31.055, 187.939
-89.101, 45.399, 173.205
-114.546, 58.364, 153.209
-136.51, 69.555, 128.558
-154.327, 78.633, 100
-167.454, 85.322, 68.404
-175.494, 89.419, 34.73
-178.201, 90.798, 0
-175.494, 89.419, -34.73
-167.454, 85.322, -68.404
-154.327, 78.633, -100
-136.51, 69.555, -128.558
-114.546, 58.364, -153.209
-89.101, 45.399, -173.205
-60.948, 31.055, -187.939
-30.944, 15.767, -196.962
-33.03, 10.732, 196.962
-65.056, 21.138, 187.939
-95.106, 30.902, 173.205
-122.265, 39.726, 153.209
-145.71, 47.344, 128.558
-164.728, 53.523, 100
-178.74, 58.076, 68.404
-187.322, 60.864, 34.73
-190.211, 61.803, 0
-187.322, 60.864, -34.73
-178.74, 58.076, -68.404
-164.728, 53.523, -100
-145.71, 47.344, -128.558
-122.265, 39.726, -153.209
-95.106, 30.902, -173.205
-65.056, 21.138, -187.939
-33.03, 10.732, -196.962
-34.302, 5.433, 196.962
-67.562, 10.701, 187.939
-98.769, 15.643, 173.205
-126.975, 20.111, 153.209
-151.323, 23.967, 128.558
-171.073, 27.095, 100
-185.625, 29.4, 68.404
-194.537, 30.812, 34.73
-197.538, 31.287, 0
-194.537, 30.812, -34.73
-185.625, 29.4, -68.404
-171.073, 27.095, -100
-151.323, 23.967, -128.558
-126.975, 20.111, -153.209
-98.769, 15.643, -173.205
-67.562, 10.701, -187.939
-34.302, 5.433, -196.962
-34.73, 0, 196.962
-68.404, 0, 187.939
-100, 0, 173.205
-128.558, 0, 153.209
-153.209, 0, 128.558
-173.205, 0, 100
-187.939, 0, 68.404
-196.962, 0, 34.73
-200, 0, 0
-196.962, 0, -34.73
-187.939, 0, -68.404
-173.205, 0, -100
-153.209, 0, -128.558
-128.558, 0, -153.209
-100, 0, -173.205
-68.404, 0, -187.939
-34.73, 0, -196.962
-34.302, -5.433, 196.962
-67.562, -10.701, 187.939
-98.769, -15.643, 173.205
-126.975, -20.111, 153.209
-151.323, -23.967, 128.558
-171.073, -27.095, 100
-185.625, -29.4, 68.404
-194.537, -30.812, 34.73
-197.538, -31.287, 0
-194.537, -30.812, -34.73
-185.625, -29.4, -68.404
-171.073, -27.095, -100
-151.323, -23.967, -128.558
-126.975, -20.111, -153.209
-98.769, -15.643, -173.205
-67.562, -10.701, -187.939
-34.302, -5.433, -196.962
-33.03, -10.732, 196.962
-65.056, -21.138, 187.939
-95.106, -30.902, 173.205
-122.265, -39.726, 153.209
-145.71, -47.344, 128.558
-164.728, -53.523, 100
-178.74, -58.076, 68.404
-187.322, -60.864, 34.73
-190.211, -61.803, 0
-187.322, -60.864, -34.73
-178.74, -58.076, -68.404
-164.728, -53.523, -100
-145.71, -47.344, -128.558
-122.265, -39.726, -153.209
-95.106, -30.902, -173.205
-65.056, -21.138, -187.939
-33.03, -10.732, -196.962
-30.944, -15.767, 196.962
-60.948, -31.055, 187.939
-89.101, -45.399, 173.205
-114.546, -58.364, 153.209
-136.51, -69.555, 128.558
-154.327, -78.633, 100
-167.454, -85.322, 68.404
-175.494, -89.419, 34.73
-178.201, -90.798, 0
-175.494, -89.419, -34.73
-167.454, -85.322, -68.404
-154.327, -78.633, -100
-136.51, -69.555, -128.558
-114.546, -58.364, -153.209
-89.101, -45.399, -173.205
-60.948, -31.055, -187.939
-30.944, -15.767, -196.962
-28.097, -20.414, 196.962
-55.34, -40.207, 187.939
-80.902, -58.779, 173.205
-104.005, -75.564, 153.209
-123.949, -90.054, 128.558
-140.126, -101.807, 100
-152.045, -110.467, 68.404
-159.345, -115.771, 34.73
-161.803, -117.557, 0
-159.345, -115.771, -34.73
-152.045, -110.467, -68.404
-140.126, -101.807, -100
-123.949, -90.054, -128.558
-104.005, -75.564, -153.209
-80.902, -58.779, -173.205
-55.34, -40.207, -187.939
-28.097, -20.414, -196.962
-24.558, -24.558, 196.962
-48.369, -48.369, 187.939
-70.711, -70.711, 173.205
-90.904, -90.904, 153.209
-108.335, -108.335, 128.558
-122.474, -122.474, 100
-132.893, -132.893, 68.404
-139.273, -139.273, 34.73
-141.421, -141.421, 0
-139.273, -139.273, -34.73
-132.893, -132.893, -68.404
-122.474, -122.474, -100
-108.335, -108.335, -128.558
-90.904, -90.904, -153.209
-70.711, -70.711, -173.205
-48.369, -48.369, -187.939
-24.558, -24.558, -196.962
-20.414, -28.097, 196.962
-40.207, -55.34, 187.939
-58.779, -80.902, 173.205
-75.564, -104.005, 153.209
-90.054, -123.949, 128.558
-101.807, -140.126, 100
-110.467, -152.045, 68.404
-115.771, -159.345, 34.73
-117.557, -161.803, 0
-115.771, -159.345, -34.73
-110.467, -152.045, -68.404
-101.807, -140.126, -100
-90.054, -123.949, -128.558
-75.564, -104.005, -153.209
-58.779, -80.902, -173.205
-40.207, -55.34, -187.939
-20.414, -28.097, -196.962
-15.767, -30.944, 196.962
-31.055, -60.948, 187.939
-45.399, -89.101, 173.205
-58.364, -114.546, 153.209
-69.555, -136.51, 128.558
-78.633, -154.327, 100
-85.322, -167.454, 68.404
-89.419, -175.494, 34.73
-90.798, -178.201, 0
-89.419, -175.494, -34.73
-85.322, -167.454, -68.404
-78.633, -154.327, -100
-69.555, -136.51, -128.558
-58.364, -114.546, -153.209
-45.399, -89.101, -173.205
-31.055, -60.948, -187.939
-15.767, -30.944, -196.962
-10.732, -33.03, 196.962
-21.138, -65.056, 187.939
-30.902, -95.106, 173.205
-39.726, -122.265, 153.209
-47.344, -145.71, 128.558
-53.523, -164.728, 100
-58.076, -178.74, 68.404
-60.864, -187.322, 34.73
-61.803, -190.211, 0
-60.864, -187.322, -34.73
-58.076, -178.74, -68.404
-53.523, -164.728, -100
-47.344, -145.71, -128.558
-39.726, -122.265, -153.209
-30.902, -95.106, -173.205
-21.138, -65.056, -187.939
-10.732, -33.03, -196.962
-5.433, -34.302, 196.962
-10.701, -67.562, 187.939
-15.643, -98.769, 173.205
-20.111, -126.975, 153.209
-23.967, -151.323, 128.558
-27.095, -171.073, 100
-29.4, -185.625, 68.404
-30.812, -194.537, 34.73
-31.287, -197.538, 0
-30.812, -194.537, -34.73
-29.4, -185.625, -68.404
-27.095, -171.073, -100
-23.967, -151.323, -128.558
-20.111, -126.975, -153.209
-15.643, -98.769, -173.205
-10.701, -67.562, -187.939
-5.433, -34.302, -196.962
-0, -34.73, 196.962
-0, -68.404, 187.939
-0, -100, 173.205
-0, -128.558, 153.209
-0, -153.209, 128.558
-0, -173.205, 100
-0, -187.939, 68.404
-0, -196.962, 34.73
-0, -200, 0
-0, -196.962, -34.73
-0, -187.939, -68.404
-0, -173.205, -100
-0, -153.209, -128.558
-0, -128.558, -153.209
-0, -100, -173.205
-0, -68.404, -187.939
-0, -34.73, -196.962
5.433, -34.302, 196.962
10.701, -67.562, 187.939
15.643, -98.769, 173.205
20.111, -126.975, 153.209
23.967, -151.323, 128.558
27.095, -171.073, 100
29.4, -185.625, 68.404
30.812, -194.537, 34.73
31.287, -197.538, 0
30.812, -194.537, -34.73
29.4, -185.625, -68.404
27.095, -171.073, -100
23.967, -151.323, -128.558
20.111, -126.975, -153.209
15.643, -98.769, -173.205
10.701, -67.562, -187.939
5.433, -34.302, -196.962
10.732, -33.03, 196.962
21.138, -65.056, 187.939
30.902, -95.106, 173.205
39.726, -122.265, 153.209
47.344, -145.71, 128.558
53.523, -164.728, 100
58.076, -178.74, 68.404
60.864, -187.322, 34.73
61.803, -190.211, 0
60.864, -187.322, -34.73
58.076, -178.74, -68.404
53.523, -164.728, -100
47.344, -145.71, -128.558
39.726, -122.265, -153.209
30.902, -95.106, -173.205
21.138, -65.056, -187.939
10.732, -33.03, -196.962
15.767, -30.944, 196.962
31.055, -60.948, 187.939
45.399, -89.101, 173.205
58.364, -114.546, 153.209
69.555, -136.51, 128.558
78.633, -154.327, 100
85.322, -167.454, 68.404
89.419, -175.494, 34.73
90.798, -178.201, 0
89.419, -175.494, -34.73
85.322, -167.454, -68.404
78.633, -154.327, -100
69.555, -136.51, -128.558
58.364, -114.546, -153.209
45.399, -89.101, -173.205
31.055, -60.948, -187.939
15.767, -30.944, -196.962
20.414, -28.097, 196.962
40.207, -55.34, 187.939
58.779, -80.902, 173.205
75.564, -104.005, 153.209
90.054, -123.949, 128.558
101.807, -140.126, 100
110.467, -152.045, 68.404
115.771, -159.345, 34.73
117.557, -161.803, 0
115.771, -159.345, -34.73
110.467, -152.045, -68.404
101.807, -140.126, -100
90.054, -123.949, -128.558
75.564, -104.005, -153.209
58.779, -80.902, -173.205
40.207, -55.34, -187.939
20.414, -28.097, -196.962
24.558, -24.558, 196.962
48.369, -48.369, 187.939
70.711, -70.711, 173.205
90.904, -90.904, 153.209
108.335, -108.335, 128.558
122.474, -122.474, 100
132.893, -132.893, 68.404
139.273, -139.273, 34.73
141.421, -141.421, 0
139.273, -139.273, -34.73
132.893, -132.893, -68.404
122.474, -122.474, -100
108.335, -108.335, -128.558
90.904, -90.904, -153.209
70.711, -70.711, -173.205
48.369, -48.369, -187.939
24.558, -24.558, -196.962
28.097, -20.414, 196.962
55.34, -40.207, 187.939
80.902, -58.779, 173.205
104.005, -75.564, 153.209
123.949, -90.054, 128.558
140.126, -101.807, 100
152.045, -110.467, 68.404
159.345, -115.771, 34.73
161.803, -117.557, 0
159.345, -115.771, -34.73
152.045, -110.467, -68.404
140.126, -101.807, -100
123.949, -90.054, -128.558
104.005, -75.564, -153.209
80.902, -58.779, -173.205
55.34, -40.207, -187.939
28.097, -20.414, -196.962
30.944, -15.767, 196.962
60.948, -31.055, 187.939
89.101, -45.399, 173.205
114.546, -58.364, 153.209
136.51, -69.555, 128.558
154.327, -78.633, 100
167.454, -85.322, 68.404
175.494, -89.419, 34.73
178.201, -90.798, 0
175.494, -89.419, -34.73
167.454, -85.322, -68.404
154.327, -78.633, -100
136.51, -69.555, -128.558
114.546, -58.364, -153.209
89.101, -45.399, -173.205
60.948, -31.055, -187.939
30.944, -15.767, -196.962
33.03, -10.732, 196.962
65.056, -21.138, 187.939
95.106, -30.902, 173.205
122.265, -39.726, 153.209
145.71, -47.344, 128.558
164.728, -53.523, 100
178.74, -58.076, 68.404
187.322, -60.864, 34.73
190.211, -61.803, 0
187.322, -60.864, -34.73
178.74, -58.076, -68.404
164.728, -53.523, -100
145.71, -47.344, -128.558
122.265, -39.726, -153.209
95.106, -30.902, -173.205
65.056, -21.138, -187.939
33.03, -10.732, -196.962
34.302, -5.433, 196.962
67.562, -10.701, 187.939
98.769, -15.643, 173.205
126.975, -20.111, 153.209
151.323, -23.967, 128.558
171.073, -27.095, 100
185.625, -29.4, 68.404
194.537, -30.812, 34.73
197.538, -31.287, 0
194.537, -30.812, -34.73
185.625, -29.4, -68.404
171.073, -27.095, -100
151.323, -23.967, -128.558
126.975, -20.111, -153.209
98.769, -15.643, -173.205
67.562, -10.701, -187.939
34.302, -5.433, -196.962
-0, -0, -200

18, 0, 1
35, 0, 18
52, 0, 35
69, 0, 52
86, 0, 69
103, 0, 86
120, 0, 103
137, 0, 120
154, 0, 137
171, 0, 154
188, 0, 171
205, 0, 188
222, 0, 205
239, 0, 222
256, 0, 239
273, 0, 256
290, 0, 273
307, 0, 290
324, 0, 307
341, 0, 324
358, 0, 341
375, 0, 358
392, 0, 375
409, 0, 392
426, 0, 409
443, 0, 426
460, 0, 443
477, 0, 460
494, 0, 477
511, 0, 494
528, 0, 511
545, 0, 528
562, 0, 545
579, 0, 562
596, 0, 579
613, 0, 596
630, 0, 613
647, 0, 630
664, 0, 647
1, 0, 664
1, 2, 19, 18
18, 19, 36, 35
35, 36, 53, 52
52, 53, 70, 69
69, 70, 87, 86
86, 87, 104, 103
103, 104, 121, 120
120, 121, 138, 137
137, 138, 155, 154
154, 155, 172, 171
171, 172, 189, 188
188, 189, 206, 205
205, 206, 223, 222
222, 223, 240, 239
239, 240, 257, 256
256, 257, 274, 273
273, 274, 291, 290
290, 291, 308, 307
307, 308, 325, 324
324, 325, 342, 341
341, 342, 359, 358
358, 359, 376, 375
375, 376, 393, 392
392, 393, 410, 409
409, 410, 427, 426
426, 427, 444, 443
443, 444, 461, 460
460, 461, 478, 477
477, 478, 495, 494
494, 495, 512, 511
511, 512, 529, 528
528, 529, 546, 545
545, 546, 563, 562
562, 563, 580, 579
579, 580, 597, 596
596, 597, 614, 613
613, 614, 631, 630
630, 631, 648, 647
647, 648, 665, 664
664, 665, 2, 1
2, 3, 20, 19
19, 20, 37, 36
36, 37, 54, 53
