92.388, 38.268, -250
92.388, -38.268, -250
38.268, -92.388, -250
-38.268, -92.388, -250
-92.388, -38.268, -250
-92.388, 38.268, -250
-38.268, 92.388, -250
38.268, 92.388, -250
92.388, 38.268, 250
92.388, -38.268, 250
38.268, -92.388, 250
-38.268, -92.388, 250
-92.388, -38.268, 250
-92.388, 38.268, 250
-38.268, 92.388, 250
38.268, 92.388, 250
0, 0, 500

0, 1, 2, 3, 4, 5, 6, 7
0, 8, 9, 1
1, 9, 10, 2
2, 10, 11, 3
3, 11, 12, 4
4, 12, 13, 5
5, 13, 14, 6
6, 14, 15, 7
7, 15, 8, 0
8, 16, 9
9, 16, 10
10, 16, 11
11, 16, 12
12, 16, 13
13, 16, 14
14, 16, 15
15, 16, 8

251, 208, 11
150, 150, 150
100, 100, 100
150, 150, 150
100, 100, 100
150, 150, 150
100, 100, 100
150, 150, 150
100, 100, 100
200, 0, 0
255, 0, 0
200, 0, 0
255, 0, 0
200, 0, 0
255, 0, 0
200, 0, 0
255, 0, 0
